Antibodies,TrkA_DMSO_10_r1,TrkA_DMSO_10_r2,TrkA_DMSO_10_r3,TrkA_DMSO_45_r1,TrkA_DMSO_45_r2,TrkA_DMSO_45_r3,TrkB_DMSO_10_r1,TrkB_DMSO_10_r2,TrkB_DMSO_10_r3,TrkB_DMSO_45_r1,TrkB_DMSO_45_r2,TrkB_DMSO_45_r3,TrkA_DMSO_10_r4,TrkA_DMSO_10_r5,TrkA_DMSO_10_r6,TrkA_DMSO_45_r4,TrkA_DMSO_45_r5,TrkA_DMSO_45_r6,TrkB_DMSO_10_r4,TrkB_DMSO_10_r5,TrkB_DMSO_10_r6,TrkB_DMSO_45_r4,TrkB_DMSO_45_r5,TrkB_DMSO_45_r6
Smad1/5 P Ser463/Ser465,1.0407249793989652,0.9136816977952151,1.1629507711635245,1.196261376625217,1.031078574207253,1.1255062990348508,0.9881372510992192,0.6436376894802414,0.9456846648811787,1.11472021340031,0.911830431568607,1.207280045815729,1.1647543004581995,1.0859377399789605,0.9610795066713267,1.0111112055973739,0.9608738199599096,0.9578225743277047,1.1789914722949002,0.8925393706904136,0.9059890369637642,0.8527921970309359,0.7908148086343407,1.02793066070813
Cyclin D1 P Thr286,0.8418584910166819,0.858195918690281,1.1169674321133416,0.8546345903969266,0.8733874223737772,0.9720793124631535,1.0832476506634294,0.8045610668853375,0.9374737857046457,1.1193977271053945,0.906136525725956,0.9478187818892556,1.1019504176717063,0.9292789251241418,0.9219494109566296,0.7953087559911722,1.011883840771563,1.1570355163343837,1.2027990226889766,1.0956481567265277,0.984847182185793,0.999226252500606,1.1200575877419476,1.5519324216097214
Bcl-2,1.1060154729931306,0.8766476101473116,1.0595987485194478,0.9892970149328993,0.905001978043993,1.1312950683781131,1.0273143806518108,0.900882177795202,1.0409192369464886,1.1880185236969363,0.820950714575803,0.8699470930061122,0.9871957127774383,1.217799460882131,1.04254983539581,0.9776603794988341,1.0604909908094864,0.9131210952536909,1.0098607456283337,0.9514178890819208,0.9070342617462028,0.8174015308856444,0.8839271907054403,0.8450846256877115
Bcl-xl,1.1058676820087656,0.8826739063625221,1.2495509114347834,1.0432033260454658,0.933774530985384,1.070391807525506,1.0141460746046729,0.9691173115264741,1.045137130311057,0.984538375177546,0.8280154621796344,0.892700850800563,1.1023094336971782,1.1499206651047396,0.945918053501924,1.056885500255285,1.354374151930897,0.7956137800385027,1.1099532072404832,0.9318860445859951,0.8749646858360236,0.815367642222575,0.9351824789679516,0.722370218023529
c-Jun N-term,1.206817458481224,0.9311225187052967,1.43440022319755,1.1070797147199374,0.9164210735589423,1.2954764300909618,1.0914077263208997,0.8578211745637415,0.8285734554038117,0.9790606674193365,0.7915189471119306,0.8390614443553202,1.043078876731041,0.9696293921819353,0.9055415815709238,0.9572899907582166,0.9675620772507525,0.9375572943344797,1.113611235213032,1.016169245895667,0.8915940297650602,1.2955893436693924,1.0980714255565214,1.4316129650817482
Caspase 3,1.0993329108402248,0.8968535685921604,1.2620997988591554,0.9856155634029168,0.9712446006346468,1.100947540697475,1.0914721888725547,0.8872795581302513,0.9363636406344439,0.9499308725601738,0.740066686077404,0.7885521496300637,1.0013412217401547,1.010004540765568,0.8910124907859928,0.8807304991453238,1.0785761815879504,0.9594775382274321,1.1306991212174065,0.9756372915437012,0.8825241285062222,0.8334803589313201,0.9511022344134163,1.0622717970608617
Caspase 3 cleaved,1.9931750706158269,1.1731720423600611,1.5665008033361678,2.137100647707792,1.1189069499750435,1.1200554692544475,1.0765694583015648,0.7911897071421888,1.0023247490749774,1.1177657480517862,0.7072866876400199,1.0287171871404568,1.2186366497743597,4.7502304955112615,0.9199165421392409,0.8566155502875654,5.833336134918836,1.1928774690397526,1.736303680428691,1.4710442102560044,0.9243431009753609,0.9107805075697473,1.2688474081452645,1.0657217706804731
CDK1 (p34cdc2)  P Tyr15,1.3450229160273441,1.2335612727401348,1.658906650180685,1.3337734413200366,1.2780668144576932,1.427744197969607,2.876173480316869,2.248462560906593,2.2830529348766007,1.7414476035315856,1.4616543173147583,1.5348793877158526,0.9843609027978533,1.1318292543471953,0.8590413372029009,0.8622339942256212,1.1669904762037295,0.8647825045755548,1.5540552080098697,1.3007733514983382,1.1227049394753918,1.0618274157711827,1.2006983995364124,1.1954440787741434
p53,1.1951678285563536,1.0017796310214955,1.3329205342474209,1.1082172719319716,0.9062930550689341,1.1979151832165322,1.0365543887840598,0.7591765326675409,0.9189719041618544,0.9090654159082849,0.6546445343843976,0.7395807944863388,1.0520122601147257,1.217845961388358,0.9422589037038261,0.8959448251676682,1.110920342120003,0.893570083145625,1.051013157815917,0.7573978901078189,1.1942489041633682,0.7089263487661346,0.7185245815088283,1.2839097381683862
EGFR P Tyr1086,1.09732439737378,0.909948683404343,1.3700750418280323,1.2499766049542198,0.9094108304745641,1.149413066695826,1.5258739713210236,1.0096665567064484,1.2105643171876543,1.0914649447797369,0.7995711963177514,1.0296965187497336,1.0460893424983324,1.1495275647715728,0.6793947929373683,0.9110080166727459,1.1180933921047078,0.8950342851639138,1.3093790696885224,1.0439015757137684,0.9255894988286887,1.0667080935787636,1.092449458632314,1.057681764861022
GSK-3-beta P Ser9,1.4812192671664617,1.0813064135412376,1.3383217491468462,1.1248064420200674,1.1550030145319654,1.4941562048875743,1.5760340244805484,1.3500328723672157,1.735834414244199,1.3383676872206385,1.3849086710758889,1.541316979786052,0.8797074538373495,1.2423120499285834,0.9630202860555954,0.8840825811069585,1.2535890064728497,1.0171899390629027,1.5154990918012847,1.6357345010623447,1.4036705820648474,1.3586287825177188,1.4490317356753293,1.7345195987423754
GSK-3-beta,1.1470542411146056,0.9157105941091185,1.1866537235003989,1.0715852533258887,0.9067773840206031,1.0588166600738957,1.1518725868025639,0.9219833498314466,0.9298979714747978,0.9531753249850964,0.7250665091064092,0.7604175498047615,1.0591849129464233,1.0691705156355604,0.9220158368115275,0.9364456506472287,1.164769800123475,0.9128302233004116,1.002508887033272,0.8772429904906179,0.9841068867058734,0.741877259781978,0.8535021957587062,1.1654373506724993
IRS-1 P S636/639,1.1434972579860256,1.0347480813575731,1.370545650798519,1.028531822435544,1.052949933539653,1.2289522726829174,1.5532541184230706,1.2272298562742125,1.2972786786462562,1.4542579396206405,1.0232257508441616,1.1034873449212994,1.099180838086135,1.2540819895845665,0.9973724765971673,0.9034166603655752,1.248505965697326,1.0521609181092402,1.2993716954038763,1.1334682290312863,1.0483532570769714,1.1266583834544897,1.3877708675423932,1.5779505478646707
PLC-gamma1,1.267827435791049,0.9516856101494372,1.2187377728429987,1.0668442097494537,1.0035227039101027,1.0355046458019554,1.1767209227828495,1.0961420998565337,1.0716464211340275,0.9946417333306292,0.8401253421222198,0.9413240774791226,0.9921919450687113,0.9779750978274475,0.8588091064976213,0.8625620406671365,1.019535546844257,0.9395139636572123,0.9793380925914908,0.9240932445042365,0.9244745175759598,0.6259615058380843,0.9271613203010118,1.1780625641435873
"Smad2 P Ser465,Ser467",0.9635584563967788,0.9224790665293121,1.3387039140076131,0.8953083721528706,0.9748036214690281,1.0242271663528606,0.9766060657410706,0.8051756924186094,0.8334561211338706,0.7920695352606067,0.7286581787521528,0.7324986629553467,1.143222802368491,0.6944097286200945,1.2856282348929653,0.8080022585670145,0.8687651497880594,0.9229737677197843,1.2127985631040994,1.5649449209354833,1.1492714084732318,0.6738897740354876,1.3028084885362559,1.3121182676732082
"Smad3 P Ser423,Ser425",1.1451494205438917,0.9712629210264209,1.2426136881541452,1.1199751433773062,1.08807303382547,1.162585371839037,1.142585306904965,0.8997505117087391,0.8560885928579183,1.1313494041577712,0.817352668699675,0.8152109324209473,1.0424706075229628,1.094952632672338,0.9277508211473271,0.8488875595248004,1.0558153870647229,1.110864795024703,1.0764842836469153,1.0148176112710838,1.0399507830553951,0.8194860788948859,1.1441982381282851,1.5269999703233688
CDK2 ,1.196740025119296,0.9684766187279986,1.1607730659765818,1.007989774360938,0.9948960433398197,1.0561483605422597,1.2471675666959883,1.0599730411661341,1.0975176876867394,1.2133279605357863,0.9030953412122955,0.8766383138859256,0.7479185378292974,1.2299478019417565,0.8862883002749438,0.8656296080388332,1.2303035699706186,0.9010027624834277,0.8840494625428219,1.0045137545116882,0.9073608537456274,0.7869538458794197,0.9049079580822235,1.1559062520562438
Stat3,1.0955631786822293,0.8953662608964712,1.3404488710792726,1.0260775629045575,0.9574603877600723,1.0722917191538146,1.053156172964359,1.0410296409495519,1.075695691926123,0.978134815708797,0.8231680323509148,0.8805019801482017,0.9194344132892626,1.0751810025831612,0.9020876397236794,0.8788170689465099,1.1092026754736077,0.9526303594764627,1.0414244591907125,0.9530327562673213,0.9971385524415209,0.7230362324784111,0.8499075268927196,1.2191108346761643
Rsk2 Pser 227,1.2599045174482075,0.9691525843369159,1.2589763570080803,1.3051574609703371,1.0830848116917773,1.29720854586028,1.7749020282957677,1.5581464171691064,1.552190485049582,1.8484540497916322,1.4063069472295209,1.4159154698226764,1.1423203764151972,1.2633021818264327,1.1376681218914335,1.0201186817532315,1.3279521907756047,1.0717590132301802,1.8347665164614184,1.456741032479703,1.500591326982331,1.4955182801408171,1.5063692227158993,1.9807633456335678
NFkB p105/p50,1.1494402293578376,0.9157541917339242,1.1766757846613327,1.0912595329680268,0.969538918310363,1.0291946839638393,1.0208342717493453,0.8894006137068122,0.9210895577005449,0.9420231137571987,0.7997012860161345,0.880428488585524,1.0396418689734788,0.9670666531518537,0.8826046222071994,0.855471603191146,1.080112350770789,0.932724648952442,1.1599872401240499,0.9706773479940642,0.7696274882931091,0.8266530387049538,0.9369057707640424,0.9479296191854444
PDGFR P Tyr1021,1.7259805848452392,1.4058927340522682,2.334130361425708,1.562820399543584,1.2643626303488118,1.4357618800441236,5.749372330898812,4.405359751179653,3.512513160867646,2.2888338603482703,1.7440221295153062,1.602868181311493,1.420509806010927,1.0382201784323266,1.0464808801912966,1.0598180343296864,0.9651150777325259,1.1339002810866643,2.609670378255746,2.5579379547621026,2.133780802940273,1.3390011089128577,1.9735509447366437,2.1986668994343765
PDGFR  P Tyr751,1.4963086004693578,0.9368602754140157,1.7099147586722176,1.091345803345518,0.9150196087475595,1.2976548165068547,4.4513291368423165,3.943125018254131,2.896536402491132,2.9079671467076937,2.395618813420186,2.0510456454885544,1.551326433552551,1.0726137121006787,1.1119988363106235,1.0497400494970093,1.1409620333381478,0.9765340024563455,2.2523087672469013,1.713566823325362,1.4681221679071261,1.1039576820654424,1.7712428118926857,1.5753320373323592
Bcl-2 P Ser70,0.9037313855568702,1.0076351112809685,0.985316742170362,1.0861384229306807,0.8709107842359914,1.0957548914277866,1.898334802261818,0.8716077760585358,0.9625247234329085,1.72981017891321,0.7929218923755053,1.2988016391253028,1.1193508826269107,1.0353181343451852,0.8407691016961815,0.9210305827381766,0.9937688431172372,0.8984717862681183,1.2442018363966802,0.9678697981066691,0.843209749737217,1.042157387104932,1.2096352019021475,1.3520263772670222
IGF-1R beta,1.1018601681444773,0.9491493193170829,1.241548168558017,1.0285456943389788,1.0363312871995738,1.1084506621219503,1.1350268698604706,0.9203969773779669,0.915883755670651,1.062526935695339,0.7685594582923386,0.7914437349118089,0.9387779934060239,1.087775784122842,0.8072955030538249,0.7873749802797909,1.148965308755526,0.9405953495420241,0.8979209895498609,0.9300722159799164,0.9326810652027402,0.8473611249453347,1.057704028425911,1.0715245760701493
Rock1 (C8F7),1.1074586498836374,0.9850613345074283,1.0924007886387488,1.2042575059584977,1.065881598423524,1.2582691180636651,1.037088499738371,0.9062957940737715,0.9958774229107846,0.9291211682501216,0.8339075135865913,0.8792087623927999,1.2119034678785854,1.059951449787707,0.8847654117069174,1.1583730825617566,1.121601878020243,0.8657450979389089,1.3394522693253812,1.3110110148353702,1.0438740374673867,0.45408585288157755,1.155993014267332,0.6729614659783812
B-Raf [EP152Y],1.1522945918605645,0.9488134126329427,1.3493339025237947,1.1160609323384252,0.9705282700683114,1.0931647149189687,0.9424052152273285,0.8468774876869303,0.9625333453510898,0.7171799304931522,0.6503942581883985,0.7697098731474289,0.8952275369365366,0.9858102236067596,0.9183920667504917,0.7843442625949918,1.098139487558757,1.0236452651918206,1.0176375772183386,0.86449360837071,0.8100359798150655,0.708222565672971,0.8754298201851334,1.1367618762407918
YAP1 [EP1674Y],1.2595319627518053,0.9220516000222169,1.1697988752144794,1.0755804376919467,0.8744800822822663,1.0638687150346364,1.1518182930043606,0.9440920705384345,0.9245684880957272,1.024390709624706,0.722441505332935,0.7412700084757503,1.0534918589443374,1.11271515432266,0.9126003147183367,0.861193016634858,1.1048203489392723,0.9142478456546096,1.1410374281195503,0.8707776082737495,0.9582108839323672,0.8177348880350942,0.8309783663915284,1.2387567804191522
RhoA (67BC),1.136301208115546,0.8419724336267617,1.135101916685365,0.947660229487123,0.922868287989662,0.9389563040332096,1.1875749192425682,1.1884317639524526,1.0639429105372809,1.071289726064079,0.8851752339827367,1.010445232407906,1.0809050459856668,1.01469648718083,0.812367778625959,0.8181128529225533,1.0191883391903336,0.9178312914273936,1.2169389277742597,1.0000373436798486,0.8466119955176239,0.8855508920254962,0.9193074473772318,1.007039616657232
YAP P Ser127,1.130823051222409,0.9292002707788801,1.3669633015475973,1.2673934593444292,1.1190276411224231,1.2039573809849842,0.9851616487715905,0.7695319139885594,0.7796881635371999,0.86753443779399,0.6139464779809374,0.6268055599763157,1.3297820581816506,0.9785115587655929,1.0912458137231815,1.0900042536947452,1.0143156782311737,1.009853886042851,1.1280353242327814,1.0800289461909585,1.0302899627486986,0.7158152124522853,0.9273131427102975,1.6197394699481784
PKC-alpha,1.192572828531805,1.0563479862359282,1.3175170558997689,1.0873704532474786,1.1359681096295027,0.9267614836990274,1.0948284827867436,0.9688885579743439,0.769738901019505,1.092280438663401,0.8470666468159289,0.756933198399678,1.2906441081572204,0.9001192136380702,0.9317297096862661,0.8579110323942014,1.0261176032352128,1.2513305997103326,1.0285250128364989,0.8167341026670689,0.9604666575711094,0.8772222695409083,0.9379985528878275,1.159950354552147
Mouse_1,1.2167725846892743,0.8837515008472195,1.0291857565388123,0.9936063935351809,0.946201676136425,0.863608034606376,1.1047950692812967,1.177713835591061,0.8465488232663513,1.0362265828965487,1.0756165840950993,0.9411762445750468,1.1770684606519153,0.9709102348560802,0.9891348411854427,1.1226716969797954,1.1082709291768376,1.1134585244367081,1.1621936031945228,0.7948519697119489,0.7696898827005887,0.8426757046092118,0.7918372772019753,0.7559686609277689
Mouse_2,1.1672205063720955,0.8782759247750919,0.8484785985144342,1.0085622077736303,1.0422584634239038,0.881268512614451,1.1651390607144914,0.9335514284598762,0.7932665896921078,1.0836458113064855,0.8493308437665458,0.9313374608838312,0.9835977394744183,1.0080965471983379,1.0466065480534104,0.9038329507682675,1.0541392318405922,0.6792956632528687,0.945645918422236,0.9500660048347962,1.0258172063356785,0.8632971917350752,0.9829822790971183,0.8034830438509665
Cyclin D1,1.0255547602943689,0.8000636960411084,1.1073941832724148,0.9713554505270108,0.9249032981070716,0.9814870698110317,1.1557923027520365,0.9842580916963309,1.0017221602270379,1.0368168516650058,0.8625791112064567,0.8047108556015015,0.8653028541821121,1.0278548813982298,0.9743802777239777,0.7470155131966967,1.0740359354641276,1.0794377523419492,1.062265890115033,1.0314110345223904,0.861651706768453,0.7219405586022706,0.8858299584721037,0.9243322236655017
p21 CIP/WAF1,1.07048789431751,0.9218103628297899,1.1597421122503453,1.1064050351017485,1.0820389174548397,0.9648593408023591,0.9551360952310268,0.9210766812172645,0.948853918323374,0.8562602938767704,0.7943510408386524,0.8406682990939797,1.0922015293482996,0.9482556180040841,0.9699862758666902,0.9077149375401452,1.1668433981086432,1.144468384069721,1.0403764083809801,0.9168645189181442,0.9720747467937301,0.8695557641697726,1.0746954639059219,1.1877844768973405
Stat3 P Tyr705,1.0851918333964443,0.8957627467742124,1.1235861989664329,1.2444180869769483,1.0504014182700527,1.1520103468467344,1.128347114554757,0.7991670048273178,1.055022136650847,0.9251060120622033,0.8000828876200006,0.8982693021004498,1.0118811818985336,0.8397394369780609,0.9965203406091733,0.8545924120246152,0.8802036135187601,0.8940334911974843,1.2837326057271707,1.0191988718228235,0.8372823344630218,0.7953129353386403,0.9106372849802561,0.9838365298277172
CrkL,1.0208833998166837,0.8237584892870642,1.105250539455992,1.045429006175212,0.845945341909971,0.9812570129242819,1.061315903095217,0.8580065763040536,0.870566363669388,0.9353685038480805,0.782709230937864,0.8342317681984875,1.0061893875830308,1.0188685904389303,0.8988802371596248,0.8360154719627405,1.0513501909179575,0.9922552277622257,1.0841914236515042,0.8742765758969326,0.9159846255723456,0.7014237585900343,0.8461794343971442,1.1568966966918113
HSP27 (HSPB1),1.0524175149615669,0.9656898165902654,1.1421798679810584,1.0512918026749245,1.0427036669554972,1.0872233709696522,0.981662443984447,0.7755366573928623,0.8009697150844306,0.9939645105749639,0.7742157989714892,0.8030766157296202,0.8584951131299933,0.9739388742092594,0.783901110276597,0.7894096774352936,0.9834414436700097,1.0376698147603063,0.9802539545204026,0.9766275276612276,1.0516773058315612,0.7665193026193595,0.9273048164838311,1.2583543855375394
Ras,1.1633875780936416,0.9394512309013875,1.1396350633397274,1.1655247572607044,1.0337455517712872,1.0611093564677572,0.9868384720384791,0.8705785982696707,1.075022322478082,0.984889948701929,0.9010699436816849,0.9063833240456807,0.8848522086260147,1.086618960951954,0.9264911077503445,0.7346945309911546,1.2673594526694318,0.856521678325599,1.135871431514807,0.9064686377775183,0.8175833633864144,0.8233536963147642,0.8631834940095803,0.8094890434915419
Stat1,1.134809147692666,0.9155233489881257,1.1845894420921816,1.1665265834097034,0.9874514860496064,0.9746588296230704,1.0463546460103732,0.9253022497208981,1.0631309809781504,0.9630296567097434,0.9869617696876465,1.0396568340220924,0.9000385367769378,0.9047848056746612,0.977785948614379,0.8490164048381018,1.0800119517567968,0.968772108937466,1.4358432884954355,0.9639648840009992,0.9378062551199634,0.9682085638147693,1.074634880959314,0.748368818026815
Mouse_3,1.3292442056320584,0.9457987208631002,1.0325070607964002,1.2158612992465836,1.2206120998574135,0.9302527807940955,1.4351994021560612,1.017959721480121,1.077461014334493,1.452082595846383,0.9962970730730777,0.997051876748847,1.002436992747731,0.526980325664192,0.6565913494809851,0.5638242541795244,0.7877124114435127,0.6625616849881683,1.749106967793105,1.3515386543895294,1.004351465857223,1.006622922042791,0.8513112814021262,0.7828903280801568
pTrk,2.18283966542073,4.54763596898824,5.1017033973467,4.11654807109003,2.56853305524604,3.6005430658086994,15.801034128144801,9.64841770164637,8.34615676823063,9.04277681301413,4.037015138183549,7.374189588070604,4.233470607275592,4.233470607275593,5.1017033973467,4.11654807109003,3.6005430658087,3.6005430658087,15.801034128144801,12.39916068154165,12.39916068154165,9.04277681301413,7.374189588070603,7.374189588070604
